"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH1"
"1209",0.07,"E 23RD AVE","E","4  Minor Arterial",34,4,2,10,13000,3,0.31
"1210",0.04,"S LINCOLN ST","S","3  Principal Arterial - Other",44,1,3,10,24000,0,0.87
"1212",0.03,"W EVANS AVE","W","3  Principal Arterial - Other",60,2.5,4,12,30000,0,0.83
"1213",0.06,"E ILIFF AVE","E","5  Major Collector",32,4,2,10,4100,3,0.79
"1214",0.07,"E MISSISSIPPI AVE","NE","3  Principal Arterial - Other",60,4,6,11,21000,0,0.37
"1215",0.06,"E 26TH AVE","E","5  Major Collector",36,2.5,2,10,5900,3,0.65
"1216",0.058,"E 17TH AVE","E","5  Major Collector",68,4,4,12,23000,3,2.45
"1217",0.03,"E YALE AVE","E","4  Minor Arterial",40,1,2,10,11000,3,2.098
"1218",0.03,"W EVANS AVE","W","3  Principal Arterial - Other",60,2.5,4,12,30000,0,0.9
"1219",0.12,"N WASHINGTON ST","N","4  Minor Arterial",32,2.5,2,10,5300,3,0.12
"1220",0.03,"E 3RD AVE","E","5  Major Collector",34,2.5,2,10,5300,3,1.18
"1221",0.01,"E ALAMEDA AVE","E","4  Minor Arterial",40,4,4,10,23000,0,0.8
"1222",0.05,"W 52ND AVE","W","5  Major Collector",34,2.5,2,10,3500,3,0.59
"1223",0.14,"S RALEIGH ST","S","5  Major Collector",44,4,2,11,3600,3,1.16
"1224",0.008,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.66
"1225",0.1,"E 56TH AVE","E","3  Principal Arterial - Other",58,4,2,10,24000,2,1.1
"1226",0.05,"W SARATOGA PL","W","5  Major Collector",36,4,2,10,1800,3,0.575
"1227",0.06,"E 16TH AVE","E","5  Major Collector",36,4,3,12,3600,3,0.53
"1228",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,27000,0,1.04
"1229",0.07,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,1.11
"1230",0.06,"E FLORIDA AVE","E","4  Minor Arterial",30,2.5,2,10,5500,3,0.535
"1231",0.06,"E EVANS AVE","E","3  Principal Arterial - Other",40,4,4,10,29000,0,0.3
"1232",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,10000,3,2.42
"1233",0.06,"E 47TH AVE","E","5  Major Collector",34,4,2,10,4400,3,0.22
"1234",0.03,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,22000,3,2.4
"1235",0.07,"E 35TH AVE","E","5  Major Collector",30,2.5,2,10,2100,3,1
"1236",0.06,"W 3RD AVE","W","5  Major Collector",32,2.5,2,10,4800,3,0.35
"1237",0.05,"E JEWELL AVE","E","5  Major Collector",40,4,2,10,3400,3,1.32
"1238",0.12,"S MONACO STREET PKWY","S","4  Minor Arterial",76,2.5,4,10,14000,3,3.07
"1239",0.05,"E JEWELL AVE","E","5  Major Collector",36,4,2,10,3400,3,0.65
"1240",0.06,"E MEXICO AVE","E","5  Major Collector",52,1,2,10,8000,3,0.82
"1241",0.04,"W 8TH AVE","W","3  Principal Arterial - Other",52,4,4,10,30000,1,3
"1242",0.05,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,4,10,27000,1,2.9
"1243",0.12,"S DOWNING ST","S","4  Minor Arterial",32,4,2,10,20000,3,0.36
"1244",0.07,"E 26TH AVENUE PKWY","E","5  Major Collector",60,4,2,10,5900,3,1.5
"1245",0.07,"S QUEBEC ST","S","4  Minor Arterial",28,4,2,10,27000,3,0.67
"1246",0.1,"S LAMAR ST","S","5  Major Collector",40,4,2,11,1400,3,0.41
"1247",0.06,"E 14TH AVE","E","4  Minor Arterial",40,4,3,10,8700,1,1.67
"1248",0.06,"S STEELE ST","S","5  Major Collector",32,4,2,10,5000,3,0.12
"1249",0.02,"S BROADWAY","S","3  Principal Arterial - Other",62,4,4,10,35000,1,1
"1250",0.01,"S LINCOLN ST","S","3  Principal Arterial - Other",44,1,4,10,23000,0,0.47
"1251",0.02,"BLAKE ST","NE","4  Minor Arterial",44,4,3,12,7800,0,2.08
"1252",0.06,"E 13TH AVE","E","4  Minor Arterial",44,4,3,10,10000,3,0.7
"1253",0.07,"E 17TH AVE","E","5  Major Collector",54,4,4,10,16000,3,0.07
"1254",0.005,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",154,4,4,10,30000,3,1.605
"1255",0.12,"S LOGAN ST","S","4  Minor Arterial",40,4,2,10,9900,3,2.38
"1256",0.09,"W 29TH AVE","W","4  Minor Arterial",44,4,2,10,8500,3,0.965
"1257",0.1,"N HAVANA WAY","NW","3  Principal Arterial - Other",28,4,2,10,7600,0,0.1
"1258",0.03,"E 35TH AVE","E","5  Major Collector",34,4,2,10,4700,3,2.67
"1259",0.06,"S BROADWAY","S","3  Principal Arterial - Other",72,4,5,10,24000,1,0.06
"1260",0.06,"W 1ST AVE","W","5  Major Collector",48,4,2,11,6200,3,0.69
"1261",0.02,"W OXFORD AVE","W","5  Major Collector",36,2.5,2,10,8600,3,0.08
"1262",0.07,"E ILIFF AVE","E","3  Principal Arterial - Other",62,4,5,10,34000,0,0.07
"1263",0.01,"W 13TH AVE","W","5  Major Collector",20,4,2,10,7900,1,1.45
"1264",0.06,"W EXPOSITION AVE","W","5  Major Collector",36,4,2,12,2300,3,0.12
"1265",0.02,"E 40TH AVE","E","4  Minor Arterial",44,4,4,10,10000,0,1.18
"1266",0.01,"W JEWELL AVE","W","5  Major Collector",48,1,2,11,6400,1,0.37
"1267",0.04,"S GLENCOE ST","S","5  Major Collector",36,4,2,12,510,2,0.26
"1268",0.02,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,10000,1,1.72
"1269",0.02,"N SPEER BLVD","NW","3  Principal Arterial - Other",48,1,7,12,32000,3,2.285
"1270",0.015,"N SPEER BLVD","NW","3  Principal Arterial - Other",48,1,4,12,32000,3,1.9
"1271",0.05,"W EVANS AVE","W","5  Major Collector",48,4,2,10,13000,2,1.15
"1272",0.06,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,1.845
"1273",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other",106,4,7,10,32000,3,0.1
"1274",0.06,"W 48TH AVE","W","5  Major Collector",30,4,2,10,4500,3,1.63
"1275",0.06,"S HOLLY ST","S","4  Minor Arterial",52,2.5,2,10,17000,3,2.44
"1276",0.07,"S SYRACUSE ST","S","5  Major Collector",36,4,4,11,12000,3,0.18
"1277",0.07,"E 31ST AVE","E","4  Minor Arterial",44,4,2,10,6500,2,0.69
"1278",0.08,"W YALE AVE","W","4  Minor Arterial",36,1,2,10,9100,3,1.48
"1279",0.32,"S PLATTE RIVER DR","S","5  Major Collector",30,2.5,2,10,5100,3,1.24
"1280",0.11,"N WASHINGTON ST","N","4  Minor Arterial",32,4,2,10,3800,3,1.945
"1281",0.05,"S TEJON ST","S","5  Major Collector",36,4,2,10,3000,3,1.43
"1282",0.025,"N CHAMBERS RD","N","4  Minor Arterial",24,4,2,10,34000,2,0.025
"1283",0.08,"W 11TH AVE","W","5  Major Collector",48,4,3,10,9200,3,0.08
"1284",0.01,"15TH ST","NW","4  Minor Arterial",50,2.5,4,10,12000,1,1.64
"1285",0.01,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,5,10,29000,0,0.5
"1286",0.06,"E VIRGINIA AVE","E","5  Major Collector",40,4,2,10,4700,3,1.03
"1287",0.11,"N LOGAN ST","N","4  Minor Arterial",38,1,2,10,6800,1,1.95
"1288",0.08,"N SANTA FE DR","N","4  Minor Arterial",48,4,3,10,19000,3,1.72
"1289",0.03,"E EVANS AVE","E","3  Principal Arterial - Other",48,4,4,10,29000,0,0.85
"1290",0.06,"E 35TH AVE","E","5  Major Collector",34,4,2,10,4700,3,2.73
"1291",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,3.32
"1292",0.16,"MORRISON RD","SW","4  Minor Arterial",48,4,2,10,13000,3,1.3
"1293",0.06,"E 35TH AVE","E","5  Major Collector",30,2.5,2,10,2100,3,1.46
"1294",0.03,"E 14TH AVE","E","4  Minor Arterial",32,4,3,10,8400,1,2.93
"1295",0.05,"E HALE PKWY","SE","5  Major Collector",110,4,4,12,5800,3,0.43
"1296",0.06,"S IRVING ST","S","5  Major Collector",40,2.5,2,10,4100,3,3.145
"1297",0.13,"N SYRACUSE ST","N","5  Major Collector",28,4,2,10,6300,3,1.1
"1298",0.11,"E FLORIDA AVE","E","4  Minor Arterial",36,4,2,10,5500,3,0.825
"1299",0.01,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,22000,3,2.74
"1300",0.01,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,0.91
"1301",0.05,"S QUEBEC WAY","S","5  Major Collector",24,1,2,11,4700,3,0.05
"1302",0.12,"S PERRY ST","S","5  Major Collector",36,4,2,10,3400,3,0.71
"1303",0.07,"W 44TH AVE","W","4  Minor Arterial",34,4,2,10,6900,3,1.7
"1304",0.06,"E 29TH AVE","E","5  Major Collector",40,4,2,11,3400,3,0.78
"1305",0.015,"CHAMPA ST","NE","4  Minor Arterial",36,4,1,12,7800,2,0.69
"1306",0.11,"N SANTA FE DR","N","4  Minor Arterial",52,4,3,10,19000,3,0.73
"1307",0.03,"N DOWNING ST","N","4  Minor Arterial",48,4,2,10,4700,3,1.699
"1308",0.06,"E TUFTS AVE","NE","4  Minor Arterial",85,4,4,11,7200,3,0.15
"1309",0.02,"E 40TH AVE","E","4  Minor Arterial",44,4,4,10,10000,0,1.26
"1310",0.1,"S HOLLY ST","S","5  Major Collector",44,2.5,2,10,15000,3,1.02
"1311",0.06,"E LOUISIANA AVE","E","5  Major Collector",48,4,2,10,3700,3,0.65
"1312",0.09,"N DOWNING ST","N","4  Minor Arterial",34,2.5,2,10,4700,3,1.279
"1313",0.02,"E 24TH AVE","E","5  Major Collector",36,4,2,13,140,0,0.3
"1314",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,2,10,33000,0,3.6
"1315",0.1,"ARAPAHOE ST","NE","5  Major Collector",40,2.5,2,12,1300,2,0.29
"1316",0.01,"AURARIA PKWY","N","3  Principal Arterial - Other",20,4,2,10,34000,0,0.71
"1317",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,27000,0,0.8
"1318",0.06,"N IRVING ST","N","4  Minor Arterial",46,4,4,10,2700,3,0.235
"1319",0.06,"E 26TH AVENUE PKWY","E","5  Major Collector",60,4,2,10,5900,3,1.74
"1320",0.09,"CURTIS ST","NE","5  Major Collector",44,4,2,12,2900,3,0.915
"1321",0.13,"N BRYANT ST","N","5  Major Collector",22,4,2,14,650,3,0.13
"1322",0.02,"N LOWELL BLVD","N","5  Major Collector",36,4,2,10,12000,3,2.485
"1323",0.04,"S FIELD WAY","S","5  Major Collector",44,4,2,10,1800,3,0.09
"1324",0.09,"BLAKE ST","NE","5  Major Collector",44,4,2,12,4200,3,0.79
"1325",0.09,"WYNKOOP ST","NE","5  Major Collector",36,4,2,10,5900,3,0.35
"1326",0.03,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",98,4,6,10,44000,1,0.05
"1327",0.09,"WALNUT ST","NE","5  Major Collector",32,4,2,12,6400,3,0.9
"1328",0.06,"E 13TH AVE","E","4  Minor Arterial",44,4,3,10,10000,3,0.64
"1329",0.05,"N IRVING ST","N","5  Major Collector",40,4,2,10,4900,3,0.09
"1330",0.05,"E 44TH AVE","E","5  Major Collector",44,4,2,10,4900,3,0.34
"1331",0.03,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,3.57
"1332",0.02,"E 18TH AVE","E","4  Minor Arterial",40,2.5,3,12,11000,1,1.23
"1333",0.13,"N SANTA FE DR","N","4  Minor Arterial",48,4,4,10,19000,3,1.64
"1334",0.09,"S DAHLIA ST","S","5  Major Collector",36,4,2,12,4000,3,0.3
"1336",0.08,"N PEORIA ST","N","3  Principal Arterial - Other",84,4,6,11,32000,0,0.98
"1337",0.02,"E 38TH AVE","E","5  Major Collector",40,4,2,11,2200,3,1.3
"1339",0.015,"W 52ND AVE","W","4  Minor Arterial",28,4,2,10,6000,3,0.465
"1340",0.06,"E VIRGINIA AVE","E","5  Major Collector",32,4,2,10,4700,3,0.31
"1341",0.09,"WELTON ST","NE","5  Major Collector",48,4,2,11,5600,3,1.25
"1342",0.07,"E 35TH AVE","E","5  Major Collector",30,2.5,2,10,2100,3,1.2
"1344",0.12,"S PATTON CT","S","5  Major Collector",32,4,2,10,1100,3,0.2
"1345",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,0.6
"1346",0.09,"N LOGAN ST","N","4  Minor Arterial",52,1,2,12,12000,3,0.28
"1347",0.01,"N LOWELL BLVD","N","5  Major Collector",36,4,2,10,12000,3,2.495
"1348",0.06,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,1.905
"1349",0.07,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,6,10,34000,0,2.2
"1350",0.16,"N HOLLY ST","N","5  Major Collector",32,1,2,10,13000,3,0.49
"1351",0.06,"E 35TH AVE","E","5  Major Collector",34,4,2,11,4700,3,3.15
"1352",0.06,"W 48TH AVE","W","5  Major Collector",30,4,2,10,4500,3,1.81
"1353",0.03,"N LINCOLN ST","N","3  Principal Arterial - Other",62,4,4,10,23000,2,1.1
"1354",0.01,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,5,10,37000,1,2.64
"1355",0.02,"CHAMPA ST","NE","4  Minor Arterial",36,4,1,12,7800,2,0.29
"1356",0.07,"E BOLLING DR","E","5  Major Collector",45,4,2,10,6200,3,0.29
"1357",0.05,"E ALAMEDA AVE","E","4  Minor Arterial",44,4,4,10,23000,0,0.3
"1358",0.03,"E 35TH AVE","E","5  Major Collector",34,4,2,10,4700,3,2.64
"1359",0.02,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,6,10,37000,1,1.07
"1360",0.08,"E QUINCY AVE","E","4  Minor Arterial",28,4,2,10,13000,3,0.72
"1361",0.05,"W JEWELL AVE","W","5  Major Collector",48,1,2,11,6400,1,0.69
"1362",0.06,"S PATTON CT","S","5  Major Collector",36,1,2,10,1100,3,0.8
"1363",0.04,"S LINCOLN ST","S","3  Principal Arterial - Other",44,1,4,10,23000,0,0.17
"1364",0.08,"W 23RD AVE","W","5  Major Collector",20,2.5,2,10,8500,2,0.21
"1365",0.26,"W 48TH AVE","W","5  Major Collector",40,4,2,10,8900,2,0.95
"1366",0.12,"E SMITH RD","E","4  Minor Arterial",22,1,2,10,5800,3,1.65
"1368",0.03,"E 14TH AVE","E","4  Minor Arterial",32,4,3,10,8400,1,2.9
"1369",0.04,"N PECOS ST","N","4  Minor Arterial",32,2.5,2,12,2200,2,0.24
"1371",0.03,"W 52ND AVE","W","5  Major Collector",28,4,2,10,3500,3,1.08
"1372",0.03,"N TEJON ST","N","5  Major Collector",32,4,2,10,4800,3,1.32
"1373",0.1,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other",50,4,4,10,16000,1,0.2
"1374",0.12,"E UNION AVE","NE","5  Major Collector",48,4,2,10,6200,3,0.36
"1375",0.08,"E BUCHTEL BLVD","SE","5  Major Collector",36,4,3,11,7600,1,0.08
"1376",0.015,"N SPEER BLVD","NW","3  Principal Arterial - Other",66,4,8,12,27000,0,1.4
"1377",0.06,"E LOUISIANA AVE","E","5  Major Collector",44,4,2,11,6000,3,0.54
"1378",0.022,"E 17TH AVE","E","5  Major Collector",68,4,4,12,23000,3,2.272
"1379",0.06,"W 44TH AVE","W","4  Minor Arterial",34,4,2,10,6900,3,1.33
"1380",0.06,"S LOWELL BLVD","S","5  Major Collector",48,1,2,10,2800,3,1.22
"1381",0.03,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",26,2.5,2,12,11000,2,0.53
"1382",0.1,"S HOLLY ST","S","5  Major Collector",44,2.5,2,12,8900,2,2.73
"1383",0.02,"E PRINCETON AVE","E","5  Major Collector",48,4,2,10,1900,3,0.36
"1384",0.05,"E 35TH AVE","E","5  Major Collector",34,4,4,11,4700,3,3.74
"1385",0.04,"W 13TH AVE","W","4  Minor Arterial",36,4,3,10,12000,3,0.49
"1386",0.05,"E YALE AVE","E","4  Minor Arterial",36,4,2,10,4800,3,0.17
"1387",0.03,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other",68,4,4,12,20000,3,0.1
"1388",0.09,"CURTIS ST","NE","5  Major Collector",48,4,3,12,4000,0,0.635
"1389",0.06,"S IRVING ST","S","5  Major Collector",40,4,2,10,4100,3,0.43
"1390",0.05,"E CORNELL AVE","E","5  Major Collector",36,2.5,2,10,2500,3,0.21
"1391",0.06,"E 3RD AVE","E","5  Major Collector",34,4,2,10,5300,3,0.67
"1392",0.09,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,0.59
"1393",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",98,4,6,10,40000,1,0.22
"1394",0.02,"E 20TH AVE","E","4  Minor Arterial",44,4,3,10,2500,0,0.536
"1395",0.03,"E EVANS AVE","E","3  Principal Arterial - Other",40,4,4,10,29000,0,0.73
"1396",0.06,"N TENNYSON ST","N","5  Major Collector",40,4,2,10,4000,3,0.78
"1397",0.09,"CALIFORNIA ST","NE","5  Major Collector",36,4,2,11,3500,3,1.17
"1398",0.07,"E 13TH AVE","E","4  Minor Arterial",48,4,3,10,10000,3,0.28
"1399",0.08,"N IRVING ST","N","5  Major Collector",28,1,2,11,4000,3,0.97
"1400",0.12,"S TENNYSON ST","S","5  Major Collector",36,4,2,10,4800,3,0.49
"1401",0.02,"LAWRENCE ST","NE","4  Minor Arterial",40,4,2,12,1800,0,1.735
"1402",0.13,"S DOWNING ST","S","4  Minor Arterial",36,4,2,10,16000,3,2.23
"1403",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,0.97
"1404",0.06,"E 38TH AVE","E","5  Major Collector",40,4,2,11,2200,3,0.54
"1405",0.04,"S TEJON ST","S","5  Major Collector",40,2.5,2,10,3000,3,0.74
"1406",0.06,"E 1ST AVE","E","5  Major Collector",30,4,2,11,6800,3,1.81
"1407",0.08,"E YALE AVE","E","4  Minor Arterial",48,4,2,10,11000,3,1.308
"1408",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,2,10,2600,3,4.995
"1409",0.06,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,27000,0,0.98
"1410",0.085,"N SPEER BLVD","NW","3  Principal Arterial - Other",48,4,8,12,27000,0,1.385
"1411",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,2600,3,4.455
"1412",0.08,"MORRISON RD","SW","4  Minor Arterial",48,4,2,10,13000,3,0.58
"1413",0.06,"38TH ST","NW","3  Principal Arterial - Other",50,4,4,10,39000,2,0.45
"1414",0.08,"W 46TH AVE","W","5  Major Collector",38,4,2,10,5600,3,1.75
"1415",0.06,"E 11TH AVE","E","4  Minor Arterial",32,4,2,10,12000,3,0.61
"1416",0.029,"E 56TH AVE","E","3  Principal Arterial - Other",24,4,5,12,25000,2,0.329
"1417",0.06,"E 17TH AVE","E","4  Minor Arterial",26,4,2,10,8500,3,1.42
"1418",0.07,"E 16TH AVE","E","5  Major Collector",36,4,2,12,3600,3,0.35
"1419",0.1,"W 35TH AVE","W","5  Major Collector",32,4,2,12,630,3,0.73
"1420",0.08,"E FAIRMOUNT DR","N","5  Major Collector",24,4,2,10,1600,3,1.1
"1421",0.09,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,1.97
"1422",0.09,"COURT PL","NE","5  Major Collector",48,4,3,10,4100,3,0.14
"1423",0.06,"W 14TH AVE","W","5  Major Collector",32,4,2,10,8400,3,0.55
"1424",0.09,"E MARTIN LUTHER KING JR BLVD","E","5  Major Collector",86,4,4,10,22000,1,3.04
"1425",0.05,"N YORK ST","N","4  Minor Arterial",36,4,2,10,6700,3,4.02
"1426",0.06,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.67
"1427",0.06,"S LOWELL BLVD","S","5  Major Collector",40,4,2,10,2800,3,0.56
"1428",0.13,"W EXPOSITION AVE","W","5  Major Collector",36,4,2,15,3200,3,1.37
"1429",0.05,"N UVALDA ST","N","5  Major Collector",60,4,2,10,2700,3,0.43
"1430",0.13,"S RALEIGH ST","S","5  Major Collector",44,4,2,11,3600,3,0.13
"1431",0.096,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,2.596
"1432",0.05,"N LINCOLN ST","N","3  Principal Arterial - Other",44,4,4,10,27000,1,0.69
"1433",0.05,"E BUCHTEL BLVD","SE","5  Major Collector",40,4,2,11,7000,1,0.33
"1435",0.08,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,2200,3,0.24
"1436",0.11,"N PERRY ST","N","5  Major Collector",36,4,2,12,3900,3,0.33
"1437",0.07,"E 26TH AVE","E","5  Major Collector",36,2.5,2,10,5900,3,0.72
"1438",0.06,"W YALE AVE","W","4  Minor Arterial",40,4,2,10,9000,3,1.69
"1439",0.06,"E FLORIDA AVE","E","4  Minor Arterial",30,2.5,2,10,5500,3,0.715
"1440",0.06,"W 50TH AVE","W","5  Major Collector",36,4,2,10,3700,3,0.71
"1441",0.04,"38TH ST","NW","3  Principal Arterial - Other",50,4,4,10,39000,2,0.39
"1442",0.18,"E TEMPLE DR","E","5  Major Collector",24,4,2,10,7800,3,0.37
"1443",0.06,"E 26TH AVENUE PKWY","E","5  Major Collector",60,4,2,10,5900,3,1.17
"1444",0.07,"W MISSISSIPPI AVE","W","5  Major Collector",20,4,2,10,7300,3,2.24
"1445",0.06,"E YALE AVE","E","4  Minor Arterial",40,1,2,10,11000,3,2.158
"1446",0.06,"W DARTMOUTH AVE","W","5  Major Collector",48,4,2,12,12000,1,2.6
"1447",0.05,"N LOGAN ST","N","4  Minor Arterial",52,1,2,12,12000,3,0.19
"1448",0.11,"BLAKE ST","NE","5  Major Collector",44,4,2,12,1100,0,0.34
"1449",0.05,"E BOLLING DR","E","5  Major Collector",40,4,2,12,6200,3,0.71
"1450",0.1,"S EMERSON ST","S","4  Minor Arterial",32,4,1,12,1900,2,0.52
"1451",0.21,"W QUINCY AVE","W","4  Minor Arterial",84,4,4,10,12000,3,0.78
"1452",0.13,"S MONACO STREET PKWY","S","4  Minor Arterial",78,1,4,10,26000,3,1.13
"1453",0.01,"W EVANS AVE","W","3  Principal Arterial - Other",20,2.5,4,12,32000,1,0.31
"1454",0.01,"BLAKE ST","NE","4  Minor Arterial",48,4,2,12,8200,0,1.98
"1455",0.07,"W DARTMOUTH AVE","W","5  Major Collector",48,4,2,12,12000,1,1.61
"1456",0.06,"E 29TH AVE","E","5  Major Collector",40,2.5,2,11,3400,3,0.12
"1457",0.07,"E BUCHTEL BLVD","SE","5  Major Collector",76,4,4,11,8800,1,1.03
"1458",0.02,"AURARIA PKWY","NE","3  Principal Arterial - Other",44,1,3,11,34000,0,0.06
"1459",0.02,"E SPEER BLVD","E","3  Principal Arterial - Other",20,4,8,10,26000,2,0.5
"1460",0.06,"S IRVING ST","S","5  Major Collector",40,4,2,10,4100,3,0.85
"1461",0.04,"N OSAGE ST","N","5  Major Collector",20,4,2,10,3900,3,0.04
"1462",0.1,"S DAYTON ST","S","5  Major Collector",40,4,2,12,8500,3,0.49
"1463",0.08,"W 13TH AVE","W","4  Minor Arterial",36,4,3,10,12000,3,0.68
"1464",0.04,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.08
"1465",0.06,"E JEWELL AVE","E","5  Major Collector",40,4,2,11,3400,3,1.43
"1466",0.01,"S LOGAN ST","S","4  Minor Arterial",20,4,2,10,13000,3,0.7
"1467",0.07,"W 29TH AVE","W","4  Minor Arterial",44,4,3,10,6300,1,0.07
"1468",0.05,"E ANDREWS DR","SE","5  Major Collector",44,4,2,10,4900,3,1.8
"1470",0.13,"S LOGAN ST","S","4  Minor Arterial",44,2.5,2,10,13000,3,0.62
"1471",0.09,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,2.6
"1472",0.04,"S WEBSTER ST","S","5  Major Collector",36,4,2,10,2800,3,0.21
"1473",0.05,"E 51ST AVE","E","5  Major Collector",82,4,2,10,8700,3,0.83
"1474",0.05,"E PRINCETON AVE","E","5  Major Collector",48,4,2,10,1900,3,0.31
"1475",0.02,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,1.965
"1476",0.02,"N SPEER BLVD","NW","4  Minor Arterial",40,4,2,10,15000,1,0.81
"1477",0.06,"E EVANS AVE","E","3  Principal Arterial - Other",48,4,4,10,30000,1,2.56
"1478",0.05,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,11000,3,1.575
"1479",0.11,"N STEELE ST","N","5  Major Collector",30,2.5,2,10,900,3,0.77
"1480",0.02,"W 44TH AVE","W","5  Major Collector",40,4,2,10,7800,3,0.32
"1481",0.02,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,30000,1,1.1
"1482",0.12,"S TAMARAC DR","S","4  Minor Arterial",92,4,4,10,11000,0,0.12
"1483",0.06,"N TEJON ST","N","5  Major Collector",40,1,2,10,5300,3,0.06
"1484",0.06,"14TH ST","NW","4  Minor Arterial",52,1,4,10,3300,3,0.06
"1485",0.03,"E 18TH AVE","E","4  Minor Arterial",40,2.5,3,12,11000,1,0.64
"1486",0.05,"S TEJON ST","S","5  Major Collector",36,2.5,2,10,1500,2,1.89
"1487",0.01,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.8
"1488",0.11,"N KALAMATH ST","N","4  Minor Arterial",60,4,3,10,20000,3,0.24
"1489",0.02,"N LINCOLN ST","N","3  Principal Arterial - Other",72,4,4,10,21000,1,1.86
"1490",0.05,"W YALE AVE","W","4  Minor Arterial",36,1,2,10,9100,3,1.4
"1491",0.1,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,4,12,25000,0,2
"1492",0.09,"N JOSEPHINE ST","N","5  Major Collector",34,4,2,10,6700,3,0.42
"1493",0.08,"W 46TH AVE","W","5  Major Collector",28,4,2,10,6500,3,0.62
"1494",0.06,"W KENTUCKY AVE","W","5  Major Collector",36,4,2,10,5300,3,1.15
"1495",0.11,"E EXPOSITION AVE","E","5  Major Collector",36,4,2,11,8000,3,1.13
"1496",0.09,"WALNUT ST","NE","5  Major Collector",32,4,2,12,6400,3,0.99
"1497",0.07,"E MARTIN LUTHER KING JR BLVD","E","4  Minor Arterial",68,2.5,6,12,22000,1,1.6
"1498",0.07,"E MONTVIEW BLVD","E","5  Major Collector",44,4,2,10,7900,3,1.22
"1499",0.06,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,11000,3,1.335
"1500",0.05,"S DAHLIA ST","S","5  Major Collector",40,4,2,12,4900,3,0.13
"1501",0.25,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,3.36
"1502",0.14,"S LOWELL BLVD","S","5  Major Collector",48,1,2,10,2800,3,2.47
"1503",0.02,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,11,20000,3,1.32
"1504",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,3.02
"1505",0.04,"E ANDREWS DR","SE","5  Major Collector",44,4,2,10,4900,3,2.38
"1506",0.06,"W KENTUCKY AVE","W","5  Major Collector",36,4,2,10,5300,3,1.27
